Time;Exchange Rate
15/08/2018;3.693
16/08/2018;3.688
17/08/2018;3.669
20/08/2018;3.662
21/08/2018;3.655
22/08/2018;3.635
23/08/2018;3.635
24/08/2018;3.639
27/08/2018;3.639
28/08/2018;3.624
29/08/2018;3.643
30/08/2018;3.61
31/08/2018;3.604
03/09/2018;3.615
04/09/2018;3.625
05/09/2018;3.619
06/09/2018;3.595
07/09/2018;3.581
12/09/2018;3.588
13/09/2018;3.575
14/09/2018;3.564
17/09/2018;3.583
20/09/2018;3.583
21/09/2018;3.573
25/09/2018;3.582
26/09/2018;3.579
27/09/2018;3.599
28/09/2018;3.627
02/10/2018;3.65
03/10/2018;3.64
04/10/2018;3.64
05/10/2018;3.633
08/10/2018;3.62
09/10/2018;3.642
10/10/2018;3.626
11/10/2018;3.635
12/10/2018;3.628
15/10/2018;3.628
16/10/2018;3.645
17/10/2018;3.649
18/10/2018;3.652
19/10/2018;3.667
22/10/2018;3.651
23/10/2018;3.67
24/10/2018;3.68
25/10/2018;3.693
26/10/2018;3.701
29/10/2018;3.704
31/10/2018;3.721
01/11/2018;3.706
02/11/2018;3.691
05/11/2018;3.7
06/11/2018;3.691
07/11/2018;3.668
08/11/2018;3.673
09/11/2018;3.683
12/11/2018;3.676
13/11/2018;3.689
14/11/2018;3.698
15/11/2018;3.695
16/11/2018;3.717
19/11/2018;3.708
20/11/2018;3.716
21/11/2018;3.743
22/11/2018;3.728
23/11/2018;3.737
26/11/2018;3.729
27/11/2018;3.728
28/11/2018;3.733
29/11/2018;3.71
30/11/2018;3.701
03/12/2018;3.718
04/12/2018;3.727
05/12/2018;3.724
06/12/2018;3.731
07/12/2018;3.738
10/12/2018;3.727
11/12/2018;3.748
12/12/2018;3.746
13/12/2018;3.753
14/12/2018;3.771
17/12/2018;3.778
18/12/2018;3.763
19/12/2018;3.756
20/12/2018;3.757
21/12/2018;3.773
24/12/2018;3.774
26/12/2018;3.774
27/12/2018;3.781
28/12/2018;3.771
31/12/2018;3.748
02/01/2019;3.746
03/01/2019;3.742
04/01/2019;3.72
07/01/2019;3.694
08/01/2019;3.699
09/01/2019;3.682
10/01/2019;3.664
11/01/2019;3.673
14/01/2019;3.657
15/01/2019;3.67
16/01/2019;3.678
17/01/2019;3.688
18/01/2019;3.692
21/01/2019;3.698
22/01/2019;3.69
23/01/2019;3.683
24/01/2019;3.683
25/01/2019;3.685
28/01/2019;3.68
29/01/2019;3.678
30/01/2019;3.671
31/01/2019;3.642
01/02/2019;3.633
04/02/2019;3.627
05/02/2019;3.61
06/02/2019;3.619
07/02/2019;3.627
08/02/2019;3.634
11/02/2019;3.643
12/02/2019;3.643
13/02/2019;3.637
14/02/2019;3.662
15/02/2019;3.641
18/02/2019;3.62
19/02/2019;3.631
20/02/2019;3.617
21/02/2019;3.617
22/02/2019;3.613
25/02/2019;3.605
26/02/2019;3.624
27/02/2019;3.619
28/02/2019;3.604
01/03/2019;3.624
04/03/2019;3.625
05/03/2019;3.619
06/03/2019;3.616
07/03/2019;3.616
08/03/2019;3.631
11/03/2019;3.621
12/03/2019;3.623
13/03/2019;3.617
14/03/2019;3.6
15/03/2019;3.604
18/03/2019;3.601
19/03/2019;3.606
20/03/2019;3.608
25/03/2019;3.623
26/03/2019;3.617
27/03/2019;3.635
28/03/2019;3.636
29/03/2019;3.632
01/04/2019;3.626
02/04/2019;3.624
03/04/2019;3.6
04/04/2019;3.603
05/04/2019;3.587
08/04/2019;3.58
10/04/2019;3.578
11/04/2019;3.583
12/04/2019;3.578
15/04/2019;3.561
16/04/2019;3.558
17/04/2019;3.575
18/04/2019;3.589
23/04/2019;3.593
24/04/2019;3.614
25/04/2019;3.628
29/04/2019;3.618
30/04/2019;3.608
01/05/2019;3.586
02/05/2019;3.598
03/05/2019;3.601
06/05/2019;3.591
07/05/2019;3.585
08/05/2019;3.584
10/05/2019;3.567
13/05/2019;3.568
14/05/2019;3.577
15/05/2019;3.571
16/05/2019;3.568
17/05/2019;3.575
20/05/2019;3.573
21/05/2019;3.598
22/05/2019;3.611
23/05/2019;3.615
24/05/2019;3.605
28/05/2019;3.614
29/05/2019;3.617
30/05/2019;3.62
31/05/2019;3.634
03/06/2019;3.633
04/06/2019;3.612
05/06/2019;3.61
06/06/2019;3.601
07/06/2019;3.601
10/06/2019;3.585
11/06/2019;3.581
12/06/2019;3.582
13/06/2019;3.592
14/06/2019;3.6
17/06/2019;3.61
18/06/2019;3.612
19/06/2019;3.609
20/06/2019;3.579
21/06/2019;3.594
24/06/2019;3.604
25/06/2019;3.602
26/06/2019;3.591
27/06/2019;3.582
28/06/2019;3.566
01/07/2019;3.574
02/07/2019;3.575
03/07/2019;3.572
04/07/2019;3.567
05/07/2019;3.562
08/07/2019;3.573
09/07/2019;3.568
10/07/2019;3.573
11/07/2019;3.547
12/07/2019;3.551
15/07/2019;3.539
16/07/2019;3.542
17/07/2019;3.541
18/07/2019;3.543
19/07/2019;3.535
22/07/2019;3.534
23/07/2019;3.537
24/07/2019;3.521
25/07/2019;3.523
26/07/2019;3.526
29/07/2019;3.525
30/07/2019;3.5
31/07/2019;3.499
01/08/2019;3.524
02/08/2019;3.509
05/08/2019;3.494
06/08/2019;3.494
07/08/2019;3.487
08/08/2019;3.483
09/08/2019;3.479
12/08/2019;3.484
13/08/2019;3.493
14/08/2019;3.489
15/08/2019;3.519
16/08/2019;3.541
19/08/2019;3.545
20/08/2019;3.524
21/08/2019;3.527
22/08/2019;3.525
23/08/2019;3.511
26/08/2019;3.519
27/08/2019;3.52
28/08/2019;3.524
29/08/2019;3.521
30/08/2019;3.535
02/09/2019;3.538
03/09/2019;3.549
04/09/2019;3.527
05/09/2019;3.512
06/09/2019;3.517
09/09/2019;3.527
10/09/2019;3.538
11/09/2019;3.544
12/09/2019;3.541
13/09/2019;3.527
16/09/2019;3.538
18/09/2019;3.541
19/09/2019;3.521
20/09/2019;3.513
23/09/2019;3.517
24/09/2019;3.507
25/09/2019;3.501
26/09/2019;3.517
27/09/2019;3.482
02/10/2019;3.485
03/10/2019;3.493
04/10/2019;3.481
07/10/2019;3.493
10/10/2019;3.504
11/10/2019;3.51
15/10/2019;3.513
16/10/2019;3.536
17/10/2019;3.545
18/10/2019;3.533
22/10/2019;3.537
23/10/2019;3.538
24/10/2019;3.523
25/10/2019;3.539
28/10/2019;3.529
29/10/2019;3.53
30/10/2019;3.528
31/10/2019;3.529
01/11/2019;3.521
04/11/2019;3.522
05/11/2019;3.501
06/11/2019;3.49
07/11/2019;3.487
08/11/2019;3.495
11/11/2019;3.499
12/11/2019;3.511
13/11/2019;3.495
14/11/2019;3.488
15/11/2019;3.478
18/11/2019;3.463
19/11/2019;3.457
20/11/2019;3.471
21/11/2019;3.455
22/11/2019;3.46
25/11/2019;3.461
26/11/2019;3.463
27/11/2019;3.471
28/11/2019;3.471
29/11/2019;3.476
02/12/2019;3.474
03/12/2019;3.481
04/12/2019;3.471
05/12/2019;3.467
06/12/2019;3.463
09/12/2019;3.471
10/12/2019;3.465
11/12/2019;3.477
12/12/2019;3.481
13/12/2019;3.476
16/12/2019;3.498
17/12/2019;3.492
18/12/2019;3.501
19/12/2019;3.493
20/12/2019;3.477
23/12/2019;3.472
24/12/2019;3.466
26/12/2019;3.472
27/12/2019;3.468
30/12/2019;3.463
31/12/2019;3.456
02/01/2020;3.452
